ID,Title,Author,ISBN-10,ISBN-13,ASIN,Publisher,Year Published,Page Count,Category,Format,Ownership Status,Date Added,Is Favorite,Book Source,Reading Status,Start Date,End Date,Rating
rB5MkLDvFKwC,Neither Poverty nor Riches,Craig L. Blomberg,0830826076,9780830826070,,InterVarsity Press,2000,300,"Religion, Business & Economics",Paperback,Not Owned,"Jun 7, 2025",No,googleBooks,Wishlist,,,0/5
jHHnv5FbzWgC,The Secular Revolution,Christian Smith,0520230000,9780520230002,,University of California Press,2003,484,"History, Political Science, Religion, Social Science",Paperback,Not Owned,"Jun 10, 2025",No,googleBooks,Wishlist,,,0/5
E8OEZwEACAAJ,Out of Africa,Isak Dinesen,0143566369,9780143566366,,"Penguin Books, Limited",2011,329,"General, Classics",Paperback,Not Owned,"Jun 10, 2025",No,googleBooks,Wishlist,,,0/5
33836066,The Sacred Enneagram: Finding Your Unique Path to Spiritual Growth,Christopher L. Heuertz,0310348153,9780310348153,B01N0CSDNX,,2017,0,,Paperback,Owned,"Jun 15, 2025",No,goodreads,Wishlist,,,0/5
vZ9hpRvIQRsC,The Son,Philipp Meyer,0857209450,9780857209450,,Simon and Schuster,2013,576,General,Paperback,Not Owned,"Jun 15, 2025",No,googleBooks,Wishlist,,,0/5
EA8BD4CA-6C42-41DB-B53C-43CF1FEC600E,"Fluent Python: Clear, Concise, and Effective Programming","Ramalho, LucianoRamalho, Luciano",,,B0131L3PW4,,0,0,,Paperback,Owned,"Jun 15, 2025",No,manual,Wishlist,,"Jan 4, 2026",0/5
ez8FAQAAIAAJ,Augustus,John Williams,0670141127,9780670141128,,Viking Press,1972,305,"General, Literary",Paperback,Not Owned,"Jun 15, 2025",No,googleBooks,Wishlist,,,0/5
Z0dH1DLiSTEC,The Moviegoer,Walker Percy,1453216251,9781453216255,,Open Road Media,2011,191,"Literary, Coming of Age, Family Life",Paperback,Not Owned,"Jun 15, 2025",No,googleBooks,Wishlist,,"Jan 4, 2026",0/5
HqE5Yb6MKKUC,Ask the Dust,John Fante,184195330,9781841953304,,Canongate,2002,198,General,Paperback,Not Owned,"Jun 15, 2025",No,googleBooks,Wishlist,,,0/5
t2vfDQAAQBAJ,It Can't Happen Here,Sinclair Lewis,0241310679,9780241310670,,Penguin Books Limited,2017,384,"Classics, Thrillers, Political",Paperback,Not Owned,"Jun 15, 2025",No,googleBooks,Wishlist,,,0/5
QpDNswEACAAJ,Reformation Worship,Jonathan Gibson,1948130211,9781948130219,,New Growth Press,2018,736,Religion,Paperback,Not Owned,"Jun 24, 2025",No,googleBooks,Wishlist,,,0/5
8Q6VzQEACAAJ,Is It Abuse?,Darby A Strickland,1629956945,9781629956947,,Presbyterian and Reformed Publishing,2020,352,Religion,Paperback,Not Owned,"Jun 24, 2025",No,googleBooks,Wishlist,,,0/5
qJFQqVa_p3YC,Playing to Win,A.G. Lafley,1422187403,9781422187401,,Harvard Business Press,2013,272,Business & Economics,Paperback,Not Owned,"Jun 25, 2025",No,googleBooks,Wishlist,,,0/5
wyZNhbGTwC4C,True Spirituality,Francis Schaeffer,1414356838,9781414356839,,"Tyndale House Publishers, Inc.",2012,192,Religion,Paperback,Not Owned,"Jul 6, 2025",No,googleBooks,Wishlist,,,0/5
kwgKEQAAQBAJ,Siddhartha,Hermann Hesse,3756580539,9783756580538,,neobooks,2024,164,"Thrillers, General",Audiobook,Not Owned,"Jul 6, 2025",No,googleBooks,Finished,"Jul 6, 2025","Jul 27, 2025",0/5
z5-x0AEACAAJ,One with My Lord,Sam Allberry,1433589168,9781433589164,,Crossway,2024,0,Religion,Paperback,Not Owned,"Jul 6, 2025",No,googleBooks,Wishlist,,,0/5
dE9KEQAAQBAJ,The Wide Wide Sea,Hampton Sides,0525565701,9780525565703,,Random House,2025,432,"History, Biography & Autobiography",Paperback,Not Owned,"Jul 6, 2025",No,googleBooks,Wishlist,,,0/5
Pw8H0QEACAAJ,The Puritans,D. Martyn Lloyd-Joes,1800404867,9781800404861,,Banner of Truth Trust,2024,544,Religion,Paperback,Not Owned,"Jul 6, 2025",No,googleBooks,Wishlist,,,0/5
vnFrEAAAQBAJ,Buy Back Your Time,Dan Martell,0593422988,9780593422984,,Penguin,2023,256,Business & Economics,Paperback,Not Owned,"Jul 6, 2025",No,googleBooks,Wishlist,,,0/5
QVn-CgAAQBAJ,The Way of Kings,Brandon Sanderson,0765376679,9780765376671,,Tor Publishing Group,2014,1008,Fantasy,Paperback,Not Owned,"Jul 6, 2025",No,googleBooks,Wishlist,,,0/5
J4qHCF5kAh4C,Pilgrim at Tinker Creek,Annie Dillard,0061847801,9780061847806,,Harper Collins,2009,304,"Nature, Biography & Autobiography, Literary Collections, Art, Literary Criticism, Religion, Science, Poetry, Philosophy",Paperback,Not Owned,"Jul 6, 2025",No,googleBooks,Wishlist,,,0/5
t7d3EAAAQBAJ,The Secret Place of Thunder,John Starke,0310139856,9780310139850,,Zondervan,2023,192,Religion,Paperback,Not Owned,"Jul 6, 2025",No,googleBooks,Wishlist,,,0/5
1Kn1VP4TX-gC,Parliament of Whores,P. J. O'Rourke,1555847153,9781555847159,,Open Road + Grove/Atlantic,2018,240,"Humor, Political Science",Paperback,Not Owned,"Aug 3, 2025",No,googleBooks,Wishlist,,,0/5
vwCaswEACAAJ,Our Secular Age,Collin Hansen,0692919996,9780692919996,,Gospel Coalition,2017,176,Religion,Paperback,Not Owned,"Aug 10, 2025",No,googleBooks,Wishlist,,,0/5
9nxyCgAAQBAJ,How (Not) to Be Secular,James K. A. Smith,1467440612,9781467440615,,Wm. B. Eerdmans Publishing,2014,152,"Philosophy, Religion",Paperback,Owned,"Aug 10, 2025",No,googleBooks,To Read,,,0/5
StkUAAAAYAAJ,Pastoral Theology,Thomas Murphy,0524043868,9780524043868,,Presbyterian Board of Publication and Sabbath-School Work,1877,509,,Paperback,Not Owned,"Aug 10, 2025",No,googleBooks,Wishlist,,,0/5
xq7DDwAAQBAJ,Mathematics for Human Flourishing,Francis Su,0300248814,9780300248814,,Yale University Press,2020,256,"Mathematics, Education",Paperback,Not Owned,"Aug 11, 2025",No,googleBooks,Wishlist,,,0/5
UroPmQEACAAJ,Run with the Horses,Eugene H. Peterson,083083706,9780830837069,,InterVarsity Press,2009,213,Religion,Paperback,Owned,"Aug 17, 2025",No,googleBooks,Reading,"Aug 17, 2025",,0/5
HFHpCAAAQBAJ,The Secret of Our Success,Joseph Henrich,1400873290,9781400873296,,Princeton University Press,2015,464,"Science, Psychology, Social Science",Paperback,Not Owned,"Sep 6, 2025",No,googleBooks,Wishlist,,,0/5
maxt0QEACAAJ,Union with Christ,Sinclair B. Ferguson,164289642,9781642896428,,Ligonier Ministries,2025,163,Religion,Paperback,Not Owned,"Sep 13, 2025",No,googleBooks,Wishlist,,,0/5
NK2OMAEACAAJ,Enoch Primordial,Brian Godawa,098593090,9780985930905,,Embedded Pictures Publishing,2012,389,"General, Historical, Religious",Audiobook,Owned,"Sep 22, 2025",No,googleBooks,Finished,,,0/5
dw8_CgAAQBAJ,You Are What You Love,James K. A. Smith,1493403664,9781493403660,,Brazos Press,2016,224,Religion,Paperback,Owned,"Sep 22, 2025",No,googleBooks,Finished,,,0/5
IBPcy-_epoIC,Radical Hermeneutics,John D. Caputo,0253114349,9780253114341,,Indiana University Press,1988,336,Philosophy,Paperback,Not Owned,"Sep 23, 2025",No,googleBooks,Wishlist,,,0/5
KY6YDwAAQBAJ,This Is Happiness,Niall Williams,1635574218,9781635574210,,Bloomsbury Publishing USA,2019,400,"Literary, Coming of Age, Historical, Small Town & Rural, World Literature, General, Sagas",Paperback,Not Owned,"Sep 29, 2025",No,googleBooks,Wishlist,,,0/5
EVmminvaWDQC,Impro,Keith Johnstone,1136610456,9781136610455,,Routledge,2012,208,"Art, Performing Arts",Paperback,Not Owned,"Oct 2, 2025",No,googleBooks,Wishlist,,,0/5
qG1MEQAAQBAJ,Against the Machine,Paul Kingsnorth,0593850637,9780593850633,,Penguin Group,2025,368,"Philosophy, Science, Social Science",Paperback,Owned,"Oct 13, 2025",No,googleBooks,Reading,"Oct 13, 2025",,0/5
ukfvzgEACAAJ,The Six Conversations,Heather Holleman,0802429394,9780802429391,,Moody Publishers,2022,192,"REL012070, Religion, REL012110, REL067070",Paperback,Not Owned,"Oct 28, 2025",No,googleBooks,Finished,"Oct 28, 2025","Dec 11, 2025",0/5
qs2gDwAAQBAJ,Dynamics of Spiritual Life,Richard F. Lovelace,0830854932,9780830854936,,InterVarsity Press,2020,456,Religion,eBook,Owned,"Nov 11, 2025",No,googleBooks,Reading,"Nov 11, 2025",,0/5
NGA9DwAAQBAJ,Nudge,Richard H. Thaler,014311526,9780143115267,,Penguin,2009,320,"Business & Economics, Self-Help, Social Science",Paperback,Not Owned,"Nov 13, 2025",No,googleBooks,Wishlist,,,0/5
UqxWEAAAQBAJ,Unreasonable Hospitality,Will Guidara,0593418573,9780593418574,,Penguin,2022,288,Business & Economics,Paperback,Not Owned,"Dec 10, 2025",No,googleBooks,Wishlist,"Dec 10, 2025",,0/5
WiOmDwAAQBAJ,Disciplines of a Godly Man (Updated Edition),R. Kent Hughes,1433561336,9781433561337,,Crossway,2019,336,Religion,Paperback,Not Owned,"Dec 11, 2025",No,googleBooks,Wishlist,,,0/5
l3dtEAAAQBAJ,The Creative Act,Rick Rubin,0593652886,9780593652886,,Penguin,2023,432,"Body, Mind & Spirit, Music, Self-Help",Paperback,Not Owned,"Jan 4, 2026",No,googleBooks,Wishlist,,,0/5
EhbS0AEACAAJ,Believe,Ross Douthat,0310367581,9780310367581,,Zondervan,2025,240,"Biography & Autobiography, Philosophy, Religion, Self-Help",Paperback,Owned,"Jan 4, 2026",No,googleBooks,To Read,,,0/5
xe1CMQAACAAJ,Awaiting the King,James K. A. Smith,0801035791,9780801035791,,Baker Publishing Group,2017,256,Religion,Paperback,Owned,"Jan 4, 2026",No,googleBooks,To Read,,,0/5
jjsFAAAACAAJ,The Holy Spirit,John Owen,085151698,9780851516981,,Banner of Truth Trust,1998,208,Religion,Paperback,Owned,"Jan 4, 2026",No,googleBooks,To Read,,,0/5
rYAlEQAAQBAJ,What You're Made For,George Raveling,0593852974,9780593852972,,Penguin Group,2025,224,"Biography & Autobiography, Business & Economics, Sports & Recreation",Paperback,Owned,"Jan 4, 2026",No,googleBooks,To Read,,,0/5
XNb_0AEACAAJ,"Powerful, Profitable Software Products",Kyle Rowland,1032466723,9781032466729,,CRC Press LLC,2025,272,"Business & Economics, Computers, Technology & Engineering",Paperback,Owned,"Jan 4, 2026",No,googleBooks,To Read,,,0/5
UqWzswEACAAJ,The Gospel Comes with a House Key,Rosaria Butterfield,143355786,9781433557866,,Crossway,2018,240,"Cooking, Religion",Hardcover,Owned,"Jan 31, 2026",No,googleBooks,Finished,"Jan 31, 2026","Jan 31, 2026",0/5
8E40B35D-0187-4870-996F-FD55813DEACB,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,"Keller, TimothyKeller, Kathy",,,B0054TVVPK,,0,0,,Paperback,Owned,"Jan 31, 2026",No,manual,Wishlist,,,0/5
